"time";"SLV"
"2009-12-31";0.00349446709376813
"2010-1-8";0.0568775391758561
"2010-1-15";0.0131795716639208
"2010-1-25";-0.109485094850948
"2010-2-1";-0.00486914181375522
"2010-2-8";-0.0752293577981653
"2010-2-16";0.0410052910052911
"2010-2-23";-0.00762388818297338
"2010-3-2";0.0768245838668375
"2010-3-9";-0.00951248513674198
"2010-3-16";0.0252100840336133
"2010-3-23";-0.0462529274004683
"2010-3-30";0.0521792510742788
"2010-4-7";0.0338389731621936
"2010-4-14";0.0197516930022574
"2010-4-21";-0.0237963475373547
"2010-4-28";0.0283446712018141
"2010-5-5";-0.0452039691289967
"2010-5-12";0.096420323325635
"2010-5-19";-0.0863612427593469
"2010-5-26";0.0443804034582132
"2010-6-3";-0.0590507726269316
"2010-6-10";0.0469208211143695
"2010-6-17";0.0504201680672268
"2010-6-24";-0.00426666666666658
"2010-7-1";-0.0648098553829674
"2010-7-9";0.00916380297823598
"2010-7-16";-0.0198637911464246
"2010-7-23";0.0295309785755647
"2010-7-30";0.0101237345331833
"2010-8-6";0
"2010-8-13";0.00222717149220485
"2010-8-20";-0.0216666666666667
"2010-8-27";0.0579216354344122
"2010-9-3";0.0391841116478798
"2010-9-13";0.0356404958677687
"2010-9-20";0.026932668329177
"2010-9-27";0.0339970859640602
"2010-10-4";0.049318929074683
"2010-10-11";0.0223813786929275
"2010-10-18";0
"2010-10-25";0.0192644483362522
"2010-11-1";0.0442439862542954
"2010-11-8";0.076923076923077
"2010-11-15";-0.047746371275783
"2010-11-22";0.0774167669474529
"2010-11-30";0.0353685778108712
"2010-12-7";-0.00395541172240199
"2010-12-14";0.0137184115523465
"2010-12-21";0.0174501424501425
"2010-12-29";0.0416520826041303
"2011-1-5";-0.0450268817204301
"2011-1-12";-0.0147783251231528
"2011-1-20";-0.0417857142857143
"2011-1-27";0.0175177040626166
"2011-2-3";0.0406593406593406
"2011-2-10";0.0285110876451953
"2011-2-17";0.0876112251882273
"2011-2-25";0.0421648835745751
"2011-3-4";0.0646135265700483
"2011-3-11";-0.00709018718094158
"2011-3-18";0.00771208226221089
"2011-3-25";0.0255102040816326
"2011-4-1";0.0386954118297402
"2011-4-8";0.0433741351782864
"2011-4-15";0.0821219076766131
"2011-4-25";0.0374734857412209
"2011-5-2";-0.0776919582008178
"2011-5-9";-0.0758620689655172
"2011-5-16";-0.118070362473348
"2011-5-23";0.0803868238138409
"2011-5-31";-0.000279720279720224
"2011-6-7";0.00839395635142689
"2011-6-14";-0.0321864594894561
"2011-6-21";0.018348623853211
"2011-6-28";-0.0425112612612614
"2011-7-6";0.0441046750955601
"2011-7-13";0.0532244438186427
"2011-7-20";0.0237967914438503
"2011-7-27";0.0122747453643249
"2011-8-3";-0.0301857585139318
"2011-8-10";0.00585262037776001
"2011-8-17";0.0489288548003172
"2011-8-24";0.00907715582450849
"2011-8-31";0.0124937531234383
"2011-9-8";0
"2011-9-15";-0.0278874629812439
"2011-9-22";-0.238893120081239
"2011-9-29";-0.0350233488992662
"2011-10-6";0.0449360525406153
"2011-10-13";0.0367184915646708
"2011-10-20";-0.0274409700063816
"2011-10-27";0.125
"2011-11-3";-0.0326625838436861
"2011-11-10";0.0171842025927043
"2011-11-17";-0.0696502667457025
"2011-11-25";-0.00382287352660086
"2011-12-2";-0.00703549728173965
"2011-12-9";-0.018035426731079
"2011-12-16";-0.0836339783535585
"2011-12-23";-0.00250536864710094
"2012-1-3";0.0186580552565482
"2012-1-10";0.0264177527298344
"2012-1-18";0.0205902539464653
"2012-1-25";0.0904505716207129
"2012-2-1";0.028677150786309
"2012-2-9";-0.0137889688249401
"2012-2-16";-0.0100303951367781
"2012-2-24";0.0549585508136321
"2012-3-2";-0.0171711292200232
"2012-3-9";-0.0162866449511402
"2012-3-16";-0.049367850692354
"2012-3-23";-0.0110829639012032
"2012-3-30";0.00448286903618317
"2012-4-9";-0.0248645202422697
"2012-4-16";-0.000980712651193237
"2012-4-23";-0.0193062827225131
"2012-4-30";0.00467133800467136
"2012-5-7";-0.0298904018598472
"2012-5-14";-0.061280383430332
"2012-5-21";0.00948212983223917
"2012-5-29";-0.0209537572254335
"2012-6-5";0.0228782287822877
"2012-6-12";0.0144300144300145
"2012-6-19";-0.0170697012802276
"2012-6-26";-0.0484804630969609
"2012-7-3";0.0452471482889733
"2012-7-11";-0.0451073117497271
"2012-7-18";0.00647619047619054
"2012-7-25";0.00416351249053745
"2012-8-1";0.000376931775348587
"2012-8-8";0.0252449133383573
"2012-8-15";-0.00845277471517826
"2012-8-22";0.0719051148999259
"2012-8-29";0.0286998616874135
"2012-9-6";0.0645378151260505
"2012-9-13";0.0612567098200189
"2012-9-20";-0.000892591490627823
"2012-9-27";-0.00059559261465146
"2012-10-4";0.0110250297973778
"2012-10-11";-0.0303566165635131
"2012-10-18";-0.0346504559270516
"2012-10-25";-0.0201511335012595
"2012-11-5";-0.0305269922879177
"2012-11-12";0.0397746105402718
"2012-11-19";0.0216767612368504
"2012-11-27";0.0274570982839314
"2012-12-4";-0.0312784694807167
"2012-12-11";0.0003134796238245
"2012-12-18";-0.0394860545283611
"2012-12-26";-0.0535073409461663
"2013-1-3";0.00586004825922089
"2013-1-10";0.0205620287868403
"2013-1-17";0.0298858294157153
"2013-1-25";-0.0149983697424193
"2013-2-1";0.0188679245283019
"2013-2-8";-0.01137102014295
"2013-2-15";-0.0525796910943149
"2013-2-25";-0.0263614290669441
"2013-3-4";-0.0167438546490915
"2013-3-11";0.0152173913043478
"2013-3-18";-0.00249821556031407
"2013-3-25";-0.00393559928443647
"2013-4-2";-0.0535201149425287
"2013-4-9";0.0258064516129032
"2013-4-16";-0.161672216056234
"2013-4-23";-0.0211827007943513
"2013-4-30";0.0577096483318305
"2013-5-7";-0.0153452685421995
"2013-5-14";-0.022943722943723
"2013-5-21";-0.0420912715994683
"2013-5-29";0.00416281221091581
"2013-6-5";0.00322432058959006
"2013-6-12";-0.0348943985307622
"2013-6-19";-0.0199809705042815
"2013-6-26";-0.131553398058252
"2013-7-3";0.0631637786472889
"2013-7-11";0.0247108307045215
"2013-7-18";-0.0395074397126731
"2013-7-25";0.0416666666666667
"2013-8-1";-0.0271794871794872
"2013-8-8";0.0332103321033212
"2013-8-15";0.130102040816326
"2013-8-22";0.00541760722347634
"2013-8-29";0.0327795240233498
"2013-9-6";-0.00130434782608701
"2013-9-13";-0.0674793208532868
"2013-9-20";-0.019607843137255
"2013-9-27";-0.00190476190476186
"2013-10-4";-0.00143129770992372
"2013-10-11";-0.0195891065456283
"2013-10-18";0.0287524366471735
"2013-10-25";0.0284225485551872
"2013-11-1";-0.0290188853063106
"2013-11-8";-0.0185009487666033
"2013-11-15";-0.0333494441759305
"2013-11-22";-0.0435000000000001
"2013-12-2";-0.0350235232618922
"2013-12-9";0.0357529794149513
"2013-12-16";0.00523012552301244
"2013-12-23";-0.0260145681581686
"2013-12-31";-0.000534188034187928
"2014-1-8";0.00641368252271499
"2014-1-15";0.0302708443972385
"2014-1-23";-0.00721649484536067
"2014-1-30";-0.0399792315680168
"2014-2-6";0.0367766360194702
"2014-2-13";0.0297339593114239
"2014-2-21";0.0623100303951368
"2014-2-28";-0.0295660467334286
"2014-3-7";-0.0132678132678134
"2014-3-14";0.0268924302788846
"2014-3-21";-0.0533462657613968
"2014-3-28";-0.0235655737704918
"2014-4-4";0.00524658971668423
"2014-4-11";0.00156576200417542
"2014-4-21";-0.0270974465867639
"2014-4-28";0.00964113551151578
"2014-5-5";-0.000530503978779924
"2014-5-12";-0.00318471337579611
"2014-5-19";-0.00798722044728446
"2014-5-27";-0.0144927536231884
"2014-6-3";-0.0141612200435729
"2014-6-10";0.0198895027624309
"2014-6-17";0.0260021668472373
"2014-6-24";0.0601900739176345
"2014-7-1";0.0064741035856575
"2014-7-9";0.00296882731321122
"2014-7-16";-0.0177602368031573
"2014-7-23";0.00853842290306369
"2014-7-30";-0.0149402390438246
"2014-8-6";-0.0278058645096057
"2014-8-13";-0.0098803952158087
"2014-8-20";-0.0168067226890756
"2014-8-27";-0.00320512820512814
"2014-9-4";-0.0182207931404073
"2014-9-11";-0.019650655021834
"2014-9-18";-0.0105790645879733
"2014-9-25";-0.0528981429375352
"2014-10-2";-0.0249554367201425
"2014-10-9";0.0127970749542962
"2014-10-16";0.00300842358604096
"2014-10-23";-0.0101979604079185
"2014-10-30";-0.0412121212121212
"2014-11-6";-0.0632111251580278
"2014-11-13";0.0101214574898786
"2014-11-20";0.0420841683366733
"2014-11-28";-0.0493589743589743
"2014-12-5";0.052596089008766
"2014-12-12";0.0442024343369636
"2014-12-19";-0.0558282208588957
"2014-12-29";-0.01819363222872
"2015-1-6";0.0476505625413634
"2015-1-13";0.02905874921036
"2015-1-21";0.0662983425414366
"2015-1-28";-0.00805987334484747
"2015-2-4";-0.0348229831688915
"2015-2-11";-0.0330727600721588
"2015-2-19";-0.0236318407960198
"2015-2-26";0.00891719745222934
"2015-3-5";-0.0195707070707071
"2015-3-12";-0.039278815196394
"2015-3-19";0.0348525469168901
"2015-3-26";0.0556994818652851
"2015-4-2";-0.0171779141104295
"2015-4-10";-0.015605493133583
"2015-4-17";-0.0133164235890932
"2015-4-24";-0.032133676092545
"2015-5-1";0.0272244355909695
"2015-5-8";0.0187459599224305
